"Fila","Columna","Jaccard","Jaccard Parents","Jaccard Children","columna_name","fila_name"
"10743","546",0.1161,0.1279,0.1046,"ATRX","RAI1"
"10743","286204",0.0136,0.0233,0,"CRB2","RAI1"
"10743","1105",0.0597,0.0496,0.0658,"CHD1","RAI1"
"10743","79813",0.1935,0.2235,0.1321,"EHMT1","RAI1"
"10743","1788",0.0899,0.1076,0.0609,"DNMT3A","RAI1"
"10743","284058",0.141,0.1848,0.0684,"KANSL1","RAI1"
"10743","8242",0.0996,0.1087,0.0909,"KDM5C","RAI1"
"10743","10659",0.0973,0.0986,0.075,"CELF2","RAI1"
"10743","3141",0.028,0.0376,0,"HLCS","RAI1"
"10743","84148",0.07,0.0744,0.0526,"KAT8","RAI1"
"10743","1911",0.0303,0.0333,0.027,"PHC1","RAI1"
"10743","9775",0.0315,0.0551,0,"EIF4A3","RAI1"
"10743","1822",0.1063,0.131,0.0714,"ATN1","RAI1"
"10743","545",0.0714,0.0909,0.033,"ATR","RAI1"
"10743","57459",0.095,0.0597,0.1446,"GATAD2B","RAI1"
"10743","54014",0,0,0,"BRWD1","RAI1"
"10743","2186",0.1348,0.1176,0.1538,"BPTF","RAI1"
"10743","5591",0.0388,0.0242,0.0649,"PRKDC","RAI1"
"10743","23030",0.0888,0.0565,0.1279,"KDM4B","RAI1"
"10743","4683",0.0526,0.0497,0.0612,"NBN","RAI1"
"10743","22827",0.1456,0.1459,0.1417,"PUF60","RAI1"
"10743","7994",0.1209,0.1126,0.1271,"KAT6A","RAI1"
"10743","10943",0.0957,0.08,0.125,"MSL3","RAI1"
"10743","5927",0.0995,0.1092,0.0759,"KDM5A","RAI1"
"10743","8518",0.0591,0.0839,0.0116,"ELP1","RAI1"
"10743","23126",0.1924,0.2,0.1826,"POGZ","RAI1"
"10743","1487",0.1599,0.1878,0.1009,"CTBP1","RAI1"
"10743","51780",0.0732,0.082,0.05,"KDM3B","RAI1"
"10743","672",0.0932,0.1196,0.0381,"BRCA1","RAI1"
"10743","54496",0.1179,0.1049,0.1429,"PRMT7","RAI1"
"10743","23522",0.1269,0.1497,0.0917,"KAT6B","RAI1"
"10743","1789",0.0648,0.068,0.0638,"DNMT3B","RAI1"
"10743","54880",0.118,0.1592,0.0602,"BCOR","RAI1"
"10743","8450",0.1404,0.1778,0.0938,"CUL4B","RAI1"
"10743","1642",0.088,0.0496,0.1348,"DDB1","RAI1"
"10743","5977",0.1796,0.1888,0.1633,"DPF2","RAI1"
"10743","8085",0.1578,0.1814,0.1257,"KMT2D","RAI1"
"10743","3192",0.0884,0.1008,0.061,"HNRNPU","RAI1"
"10743","10524",0.066,0.0579,0.069,"KAT5","RAI1"
"10743","58508",0.1136,0.1679,0.0235,"KMT2C","RAI1"
"10743","26610",0.0052,0,0,"ELP4","RAI1"
"10743","1108",0.0561,0.0709,0.0238,"CHD4","RAI1"
"10743","221037",0.1486,0.1676,0.12,"JMJD1C","RAI1"
"10743","990",0.0684,0.0809,0.0538,"CDC6","RAI1"
"10743","56915",0.0538,0.073,0.0247,"EXOSC5","RAI1"
"10743","1660",0.0784,0.0579,0.0886,"DHX9","RAI1"
"10743","7290",0.1486,0.1676,0.12,"HIRA","RAI1"
"10743","2066",0.0346,0.0438,0.0112,"ERBB4","RAI1"
"10743","5515",0.0857,0.0787,0.0779,"PPP2CA","RAI1"
"10743","23028",0.1098,0.098,0.1212,"KDM1A","RAI1"
"10743","57680",0.1417,0.1458,0.1368,"CHD8","RAI1"
"10743","4297",0.1417,0.1448,0.1333,"KMT2A","RAI1"
"10743","63035",0.0594,0.0579,0.0658,"BCORL1","RAI1"
"10743","8314",0.0818,0.0905,0.065,"BAP1","RAI1"
"10743","57492",0.1799,0.1908,0.1593,"ARID1B","RAI1"
"10743","81887",0.0628,0.0924,0.0238,"LAS1L","RAI1"
"10743","7403",0.1667,0.1961,0.125,"KDM6A","RAI1"
"10743","10084",0.0966,0.1087,0.0851,"PQBP1","RAI1"
"10743","2146",0.1176,0.1258,0.1,"EZH2","RAI1"
"10743","1457",0.109,0.12,0.0854,"CSNK2A1","RAI1"
"10743","7862",0.1034,0.082,0.1169,"BRPF1","RAI1"
"10743","1020",0.0291,0.0417,0.0127,"CDK5","RAI1"
"10743","196528",0.17,0.2,0.1224,"ARID2","RAI1"
"10743","1387",0.1821,0.1955,0.1558,"CREBBP","RAI1"
"10743","51317",0.0882,0.1138,0.0385,"PHF21A","RAI1"
"10743","54888",0.1399,0.1538,0.1261,"NSUN2","RAI1"
"10743","472",0.0631,0.0837,0.0109,"ATM","RAI1"
"10743","8289",0.1458,0.1667,0.1075,"ARID1A","RAI1"
"10743","55193",0.0053,0,0,"PBRM1","RAI1"
"10743","84081",0.0673,0.0328,0.1111,"NSRP1","RAI1"
"10743","5062",0.0607,0.0602,0.0513,"PAK2","RAI1"
"10743","25836",0.1694,0.1892,0.1282,"NIPBL","RAI1"
"10743","1106",0.0788,0.0743,0.0795,"CHD2","RAI1"
"10743","51010",0.0405,0.0662,0,"EXOSC3","RAI1"
"10743","8452",0.0485,0.0588,0.0241,"CUL3","RAI1"
"10743","3054",0.0452,0.069,0,"HCFC1","RAI1"
"10743","26038",0.0707,0.0588,0.08,"CHD5","RAI1"
"10743","7703",0.1029,0.1022,0.0971,"PCGF2","RAI1"
"10743","10765",0.0569,0.0569,0.0482,"KDM5B","RAI1"
"10743","1107",0.11,0.0952,0.1266,"CHD3","RAI1"
"10743","55250",0.0303,0.0513,0,"ELP2","RAI1"
"10743","5393",0.0546,0.0775,0.0225,"EXOSC9","RAI1"
"10743","2074",0.0882,0.1061,0.0592,"ERCC6","RAI1"
"10765","11113",0.0694,0.0789,0.0333,"CIT","KDM5B"
"10765","1660",0.0923,0.0667,0.0645,"DHX9","KDM5B"
"10765","1487",0.0726,0.1019,0.0152,"CTBP1","KDM5B"
"10765","8726",0.0769,0.122,0.0312,"EED","KDM5B"
"10765","84148",0.0833,0.1333,0.0385,"KAT8","KDM5B"
"10765","26038",0.0678,0.0714,0.037,"CHD5","KDM5B"
"10765","3192",0.0897,0.0952,0.0625,"HNRNPU","KDM5B"
"10765","1020",0.0328,0.0357,0,"CDK5","KDM5B"
"10765","55869",0.0549,0.0879,0.0149,"HDAC8","KDM5B"
"10765","54880",0.0407,0.062,0.0115,"BCOR","KDM5B"
"10765","7290",0.0633,0.06,0.0727,"HIRA","KDM5B"
"10765","23522",0.0746,0.0896,0.0476,"KAT6B","KDM5B"
"10765","1457",0.0897,0.1,0.0588,"CSNK2A1","KDM5B"
"10765","2066",0,0,0,"ERBB4","KDM5B"
"10765","2033",0.0597,0.0685,0.0439,"EP300","KDM5B"
"10765","51010",0.0513,0.0652,0,"EXOSC3","KDM5B"
"10765","1789",0.0179,0.0167,0,"DNMT3B","KDM5B"
"10765","472",0.0179,0.0164,0,"ATM","KDM5B"
"10765","23394",0.0963,0.1146,0.0588,"ADNP","KDM5B"
"10765","63035",0.1017,0.1429,0.037,"BCORL1","KDM5B"
"10765","1822",0.056,0.0794,0.04,"ATN1","KDM5B"
"10765","1788",0.0548,0.0972,0.0147,"DNMT3A","KDM5B"
"10765","171023",0.0376,0.0496,0.0233,"ASXL1","KDM5B"
"10765","8314",0.0348,0.0522,0.013,"BAP1","KDM5B"
"10765","51412",0.1048,0.0968,0.0789,"ACTL6B","KDM5B"
"10765","286204",0.0274,0,0,"CRB2","KDM5B"
"10765","3141",0.0441,0.0244,0,"HLCS","KDM5B"
"10765","9759",0.0791,0.0972,0.0333,"HDAC4","KDM5B"
"10765","54014",0.0192,0,0,"BRWD1","KDM5B"
"10765","2186",0.0667,0.12,0.0196,"BPTF","KDM5B"
"10765","8450",0.1019,0.125,0.0833,"CUL4B","KDM5B"
"10765","79813",0.0575,0.0874,0.0152,"EHMT1","KDM5B"
"10765","545",0.0614,0.0588,0.025,"ATR","KDM5B"
"10765","10524",0.1,0.1429,0.0811,"KAT5","KDM5B"
"10765","546",0.0224,0.0414,0,"ATRX","KDM5B"
"10765","1107",0.137,0.2,0.0588,"CHD3","KDM5B"
"10765","2146",0.0462,0.0571,0.0364,"EZH2","KDM5B"
"10765","284058",0.0699,0.0796,0.0588,"KANSL1","KDM5B"
"10765","254065",0.0612,0.0909,0,"BRWD3","KDM5B"
"10765","55870",0.1163,0.1842,0.0476,"ASH1L","KDM5B"
"10765","8518",0.02,0.0172,0,"ELP1","KDM5B"
"10765","55636",0.0385,0.0429,0.0333,"CHD7","KDM5B"
"10765","23030",0.0769,0.0938,0.0476,"KDM4B","KDM5B"
"10765","5393",0.0408,0.0556,0,"EXOSC9","KDM5B"
"10765","1387",0.0641,0.0705,0.0504,"CREBBP","KDM5B"
"10765","10013",0,0,0,"HDAC6","KDM5B"
"10765","10075",0.1154,0.1569,0.0612,"HUWE1","KDM5B"
"10765","57680",0.0726,0.0781,0.0577,"CHD8","KDM5B"
"10765","8289",0.115,0.1803,0.0417,"ARID1A","KDM5B"
"10765","23404",0.0811,0.1143,0,"EXOSC2","KDM5B"
"10765","10659",0.1,0.0909,0.0645,"CELF2","KDM5B"
"10765","196528",0.1024,0.1471,0.0364,"ARID2","KDM5B"
"10765","55252",0.0506,0.1,0,"ASXL2","KDM5B"
"10765","9031",0.0229,0.0282,0.0139,"BAZ1B","KDM5B"
"10765","5977",0.1111,0.1562,0.0517,"DPF2","KDM5B"
"10765","221037",0.0633,0.06,0.0727,"JMJD1C","KDM5B"
"10765","1105",0.0492,0.0333,0.037,"CHD1","KDM5B"
"10765","79068",0.0588,0.0571,0.037,"FTO","KDM5B"
"10765","9775",0.0526,0.0857,0,"EIF4A3","KDM5B"
"10765","23028",0.0894,0.125,0.0545,"KDM1A","KDM5B"
"10765","57492",0.1098,0.1458,0.0685,"ARID1B","KDM5B"
"10765","23476",0.0813,0.1176,0.0294,"BRD4","KDM5B"
"10765","11340",0.0822,0.093,0,"EXOSC8","KDM5B"
"10765","8452",0.0806,0.1111,0.0323,"CUL3","KDM5B"
"10765","55250",0.1,0.125,0,"ELP2","KDM5B"
"10765","1642",0.0118,0,0,"DDB1","KDM5B"
"10765","51780",0.1094,0.125,0.1071,"KDM3B","KDM5B"
"10765","672",0.0628,0.0781,0.0182,"BRCA1","KDM5B"
"10765","7862",0.1194,0.1613,0.0645,"BRPF1","KDM5B"
"10765","57459",0.069,0.122,0,"GATAD2B","KDM5B"
"10765","1108",0.0694,0.1429,0,"CHD4","KDM5B"
"10765","60",0.0541,0.049,0.0526,"ACTB","KDM5B"
"10765","80816",0.126,0.1207,0.1406,"ASXL3","KDM5B"
"10765","3720",0.0833,0.0769,0.0976,"JARID2","KDM5B"
"10765","5927",0.1077,0.1613,0.0667,"KDM5A","KDM5B"
"10765","1106",0.0472,0.0678,0,"CHD2","KDM5B"
"10765","26610",0,0,0,"ELP4","KDM5B"
"10765","990",0.0632,0.0851,0.0227,"CDC6","KDM5B"
"10765","7994",0.0828,0.125,0.0526,"KAT6A","KDM5B"
"10765","2074",0.0424,0.0417,0.0286,"ERCC6","KDM5B"
"10765","56915",0.1026,0.1087,0.0345,"EXOSC5","KDM5B"
"10765","3054",0.0536,0.037,0,"HCFC1","KDM5B"
"10771","8085",0.0361,0.0414,0.0164,"KMT2D","ZMYND11"
"10771","1911",0.0588,0.05,0.0909,"PHC1","ZMYND11"
"10771","5927",0.0816,0.0741,0.05,"KDM5A","ZMYND11"
"10771","200424",0.1154,0.1667,0,"TET3","ZMYND11"
"10771","10013",0.0408,0,0.0952,"HDAC6","ZMYND11"
"10771","79903",0.0714,0.0625,0.05,"NAA60","ZMYND11"
"10771","79718",0.053,0.0615,0.0154,"TBL1XR1","ZMYND11"
"10771","2033",0.0433,0.042,0.0286,"EP300","ZMYND11"
"10771","6418",0.1346,0.125,0.0769,"SET","ZMYND11"
"10771","23133",0.1,0.0455,0.2,"PHF8","ZMYND11"
"10771","80816",0.0783,0.0545,0.0877,"ASXL3","ZMYND11"
"10771","51412",0.1023,0.0893,0.0714,"ACTL6B","ZMYND11"
"10771","10659",0.0811,0.0816,0,"CELF2","ZMYND11"
"10771","1660",0.1304,0.0417,0.1579,"DHX9","ZMYND11"
"10771","10765",0.1224,0.1739,0.0455,"KDM5B","ZMYND11"
"10771","129685",0.1667,0.2857,0,"TAF8","ZMYND11"
"10771","11113",0.0741,0.0625,0.1111,"CIT","ZMYND11"
"10771","23309",0.027,0,0.1,"SIN3B","ZMYND11"
"10771","1108",0.1154,0.1,0.1,"CHD4","ZMYND11"
"10771","57680",0.1068,0.1273,0.0476,"CHD8","ZMYND11"
"10771","63035",0.15,0.1905,0.0625,"BCORL1","ZMYND11"
"10771","64324",0.0464,0.05,0.029,"NSD1","ZMYND11"
"10771","55636",0.0287,0.0316,0.0123,"CHD7","ZMYND11"
"10771","3054",0.1111,0.1667,0,"HCFC1","ZMYND11"
"10771","55193",0,0,0,"PBRM1","ZMYND11"
"10771","3141",0.04,0.0606,0,"HLCS","ZMYND11"
"10771","2186",0.1205,0.1136,0.1081,"BPTF","ZMYND11"
"10771","7703",0.0417,0.0667,0,"PCGF2","ZMYND11"
"10771","79813",0.0714,0.0714,0.0566,"EHMT1","ZMYND11"
"10771","6872",0.0317,0.0294,0.0377,"TAF1","ZMYND11"
"10771","546",0.0282,0.0286,0.0294,"ATRX","ZMYND11"
"10771","54704",0.0526,0.0952,0,"PDP1","ZMYND11"
"10771","5977",0.0901,0.0984,0.0417,"DPF2","ZMYND11"
"10771","55148",0.0976,0.1429,0.0625,"UBR7","ZMYND11"
"10771","22827",0.0164,0.0093,0.0139,"PUF60","ZMYND11"
"10771","6598",0.0296,0.0336,0.0127,"SMARCB1","ZMYND11"
"10771","5062",0.0351,0.027,0,"PAK2","ZMYND11"
"10771","1020",0.0233,0.0476,0,"CDK5","ZMYND11"
"10771","7704",0,0,0,"ZBTB16","ZMYND11"
"10771","4204",0.0418,0.0563,0.0179,"MECP2","ZMYND11"
"10771","10891",0,0,0,"PPARGC1A","ZMYND11"
"10771","54014",0,0,0,"BRWD1","ZMYND11"
"10771","9757",0.0899,0.102,0.0606,"KMT2B","ZMYND11"
"10771","23512",0.0405,0.0227,0.0357,"SUZ12","ZMYND11"
"10771","54496",0.07,0.1,0.0435,"PRMT7","ZMYND11"
"10771","51132",0.0781,0.0882,0.037,"RLIM","ZMYND11"
"10771","6597",0.0686,0.0714,0.0244,"SMARCA4","ZMYND11"
"10771","23476",0.0621,0.0602,0.0351,"BRD4","ZMYND11"
"10771","55870",0.1,0.0857,0.0645,"ASH1L","ZMYND11"
"10771","26610",0.04,0,0,"ELP4","ZMYND11"
"10771","7403",0.0402,0.0444,0.019,"KDM6A","ZMYND11"
"10771","672",0.0337,0.0234,0.0465,"BRCA1","ZMYND11"
"10771","11011",0.127,0.1081,0.087,"TLK2","ZMYND11"
"10771","51111",0.102,0.1304,0,"KMT5B","ZMYND11"
"10771","8726",0.0833,0.0833,0.0476,"EED","ZMYND11"
"10771","1789",0.0215,0.0189,0.0286,"DNMT3B","ZMYND11"
"10771","23522",0.0593,0.0645,0.0185,"KAT6B","ZMYND11"
"10771","8405",0.0843,0.1111,0.0444,"SPOP","ZMYND11"
"10771","7862",0.1429,0.16,0.1,"BRPF1","ZMYND11"
"10771","55252",0.1429,0.1562,0.0952,"ASXL2","ZMYND11"
"10771","8295",0.087,0.0638,0.0976,"TRRAP","ZMYND11"
"10771","7874",0.0769,0.1064,0,"USP7","ZMYND11"
"10771","23314",0.0497,0.0741,0,"SATB2","ZMYND11"
"10771","10524",0.0545,0.0417,0.0357,"KAT5","ZMYND11"
"10771","55209",0.1184,0.1111,0.069,"SETD5","ZMYND11"
"10771","1106",0.1084,0.12,0.0333,"CHD2","ZMYND11"
"10771","79068",0,0,0,"FTO","ZMYND11"
"10771","57459",0.0882,0.0263,0.1071,"GATAD2B","ZMYND11"
"10771","57492",0.0679,0.0619,0.0635,"ARID1B","ZMYND11"
"10771","165918",0.0156,0.0256,0,"RNF168","ZMYND11"
"10771","7994",0.0376,0.0484,0.0147,"KAT6A","ZMYND11"
"10771","25942",0.0545,0.0588,0.0274,"SIN3A","ZMYND11"
"10771","55869",0.0405,0.0455,0.0364,"HDAC8","ZMYND11"
"10771","6605",0.0298,0.0312,0.0147,"SMARCE1","ZMYND11"
"10771","23135",0.14,0.129,0.0588,"KDM6B","ZMYND11"
"10771","56915",0.0635,0.0476,0.0556,"EXOSC5","ZMYND11"
"10771","29072",0.0897,0.093,0.0606,"SETD2","ZMYND11"
"10771","84081",0.0588,0.0455,0.04,"NSRP1","ZMYND11"
"10771","221037",0.0493,0.0421,0.0667,"JMJD1C","ZMYND11"
"10771","59336",0.1,0.0882,0.0909,"PRDM13","ZMYND11"
"10771","7319",0.0745,0.0455,0.0851,"UBE2A","ZMYND11"
"10771","55777",0.1176,0.1273,0.0667,"MBD5","ZMYND11"
"10771","286204",0.0182,0,0,"CRB2","ZMYND11"
"10771","8473",0.0857,0.0476,0.1818,"OGT","ZMYND11"
"10771","6595",0.0552,0.0538,0.0448,"SMARCA2","ZMYND11"
"10771","6197",0.0576,0.0482,0.0588,"RPS6KA3","ZMYND11"
"10771","11338",0.1579,0.1364,0.0833,"U2AF2","ZMYND11"
"10771","60",0.0798,0.0526,0.0952,"ACTB","ZMYND11"
"10771","9739",0.1731,0.1667,0.1053,"SETD1A","ZMYND11"
"10771","10847",0.0504,0.0455,0.0286,"SRCAP","ZMYND11"
"10771","171023",0.0359,0.0169,0.0548,"ASXL1","ZMYND11"
"10771","7531",0.0625,0.0769,0.05,"YWHAE","ZMYND11"
"10771","5591",0.0222,0,0,"PRKDC","ZMYND11"
"10771","2074",0.0222,0.0182,0.0104,"ERCC6","ZMYND11"
"10771","23394",0.0751,0.087,0.0395,"ADNP","ZMYND11"
"10771","284058",0.0465,0.0455,0.0339,"KANSL1","ZMYND11"
"10771","1487",0.0485,0.0467,0.0182,"CTBP1","ZMYND11"
"10771","54888",0.0533,0.0455,0.0517,"NSUN2","ZMYND11"
"10771","6603",0.0196,0.037,0,"SMARCD2","ZMYND11"
"10771","6601",0.0889,0.0893,0.0312,"SMARCC2","ZMYND11"
"10771","55904",0.119,0.125,0,"KMT2E","ZMYND11"
"10771","2146",0.0636,0.0635,0.0455,"EZH2","ZMYND11"
"10771","6873",0.0732,0.0769,0,"TAF2","ZMYND11"
"10771","10075",0.1023,0.1064,0.0789,"HUWE1","ZMYND11"
"10771","5393",0.0506,0.0638,0.0385,"EXOSC9","ZMYND11"
"10771","545",0.02,0,0,"ATR","ZMYND11"
"10771","1788",0.0547,0.0588,0.0357,"DNMT3A","ZMYND11"
"10771","9775",0.0339,0.069,0,"EIF4A3","ZMYND11"
"10771","8450",0.0638,0.0769,0.0513,"CUL4B","ZMYND11"
"10771","23451",0,0,0,"SF3B1","ZMYND11"
"10771","7290",0.0493,0.0421,0.0667,"HIRA","ZMYND11"
"10771","27316",0.0227,0.0417,0,"RBMX","ZMYND11"
"10771","51780",0.1064,0.1154,0.0526,"KDM3B","ZMYND11"
"10771","6878",0.0391,0.0519,0.0208,"TAF6","ZMYND11"
"10771","6045",0.0816,0.0476,0.08,"RNF2","ZMYND11"
"10771","5515",0.1321,0.1333,0.0556,"PPP2CA","ZMYND11"
"10771","1457",0.1579,0.1562,0.087,"CSNK2A1","ZMYND11"
"10771","6874",0.0625,0.0577,0.0526,"TAF4","ZMYND11"
"10771","221078",0.1724,0.25,0,"NSUN6","ZMYND11"
"10771","51319",0.2,0.2353,0.1,"RSRC1","ZMYND11"
"10771","1642",0.0984,0.0435,0.0882,"DDB1","ZMYND11"
"10771","23030",0.1404,0.1667,0.0645,"KDM4B","ZMYND11"
"10771","51010",0.05,0.0769,0,"EXOSC3","ZMYND11"
"10771","23126",0.0915,0.0978,0.0588,"POGZ","ZMYND11"
"10771","6885",0.0424,0.0206,0.0625,"MAP3K7","ZMYND11"
"10771","55023",0.1343,0.1053,0.1111,"PHIP","ZMYND11"
"10771","25836",0.0552,0.0636,0.0149,"NIPBL","ZMYND11"
"10771","23028",0.0952,0.1017,0.0682,"KDM1A","ZMYND11"
"10771","23067",0.1515,0.2308,0.0556,"SETD1B","ZMYND11"
"10771","254065",0.1379,0.1333,0.1,"BRWD3","ZMYND11"
"10771","23013",0.0679,0.0612,0.0645,"SPEN","ZMYND11"
"10771","7468",0.0444,0.037,0.0299,"NSD2","ZMYND11"
"10771","54880",0.0343,0.0484,0.0132,"BCOR","ZMYND11"
"10771","11198",0.08,0.0769,0.0303,"SUPT16H","ZMYND11"
"10771","8314",0.0385,0.0556,0,"BAP1","ZMYND11"
"10771","26038",0.2222,0.2105,0.1333,"CHD5","ZMYND11"
"10771","4683",0.0182,0.0154,0.0256,"NBN","ZMYND11"
"10771","6599",0.0455,0,0,"SMARCC1","ZMYND11"
"10771","2066",0.0143,0,0,"ERBB4","ZMYND11"
"10771","9203",0.0517,0.0526,0,"ZMYM3","ZMYND11"
"10771","51317",0.08,0.0968,0,"PHF21A","ZMYND11"
"10771","1822",0.0273,0.0339,0,"ATN1","ZMYND11"
"10771","11340",0.0714,0.0811,0,"EXOSC8","ZMYND11"
"10771","7750",0.0833,0.0652,0.0556,"ZMYM2","ZMYND11"
"10771","55250",0.125,0.1765,0,"ELP2","ZMYND11"
"10771","8289",0.07,0.0833,0.0263,"ARID1A","ZMYND11"
"10771","6602",0.0842,0.0943,0.05,"SMARCD1","ZMYND11"
"10771","10943",0.0339,0.0667,0,"MSL3","ZMYND11"
"10771","3720",0.1429,0.129,0.1333,"JARID2","ZMYND11"
"10771","10084",0.0449,0.0417,0.0556,"PQBP1","ZMYND11"
"10771","9031",0.0099,0.0072,0.0164,"BAZ1B","ZMYND11"
"10771","196528",0.0708,0.0758,0.0222,"ARID2","ZMYND11"
"10771","1107",0.1034,0.0938,0.0417,"CHD3","ZMYND11"
"10771","81887",0.04,0.08,0,"LAS1L","ZMYND11"
"10771","472",0.0201,0.0174,0,"ATM","ZMYND11"
"10771","51322",0.1091,0.0923,0.093,"WAC","ZMYND11"
"10771","4297",0.0702,0.0862,0.0377,"KMT2A","ZMYND11"
"10771","9759",0.0917,0.0909,0.0625,"HDAC4","ZMYND11"
"10771","8452",0.1163,0.0952,0.05,"CUL3","ZMYND11"
"10771","7528",0.053,0.0685,0.0179,"YY1","ZMYND11"
"10771","58508",0.0845,0.1111,0,"KMT2C","ZMYND11"
"10771","84148",0.0952,0.08,0.0667,"KAT8","ZMYND11"
"10771","990",0.0123,0.0233,0,"CDC6","ZMYND11"
"10771","7443",0.043,0.06,0.0303,"VRK1","ZMYND11"
"10771","1387",0.0448,0.0526,0.0179,"CREBBP","ZMYND11"
"10771","23404",0.1091,0.1034,0.087,"EXOSC2","ZMYND11"
"10771","3192",0.1579,0.1143,0.15,"HNRNPU","ZMYND11"
"10771","10743",0.057,0.0424,0.0704,"RAI1","ZMYND11"
"10771","8518",0.0247,0.0196,0,"ELP1","ZMYND11"
"10771","1105",0.0976,0.0909,0,"CHD1","ZMYND11"
"10771","8242",0.0617,0.087,0.0323,"KDM5C","ZMYND11"
"10847","6601",0.1556,0.2222,0.069,"SMARCC2","SRCAP"
"10847","1642",0.1132,0.1231,0.0899,"DDB1","SRCAP"
"10847","51319",0.0815,0.1111,0.029,"RSRC1","SRCAP"
"10847","9739",0.1032,0.1507,0.0385,"SETD1A","SRCAP"
"10847","10084",0.1469,0.1647,0.1395,"PQBP1","SRCAP"
"10847","11340",0.0303,0.0349,0,"EXOSC8","SRCAP"
"10847","221078",0.0746,0.0952,0.0299,"NSUN6","SRCAP"
"10847","4297",0.1717,0.2174,0.1275,"KMT2A","SRCAP"
"10847","8518",0.0489,0.0632,0.0122,"ELP1","SRCAP"
"10847","6045",0.0654,0.0597,0.061,"RNF2","SRCAP"
"10847","8314",0.0603,0.0584,0.0583,"BAP1","SRCAP"
"10847","4683",0.0673,0.055,0.0753,"NBN","SRCAP"
"10847","8452",0.0604,0.0746,0.0253,"CUL3","SRCAP"
"10847","79813",0.1555,0.1846,0.1154,"EHMT1","SRCAP"
"10847","7290",0.141,0.1212,0.1739,"HIRA","SRCAP"
"10847","5515",0.1039,0.0921,0.0972,"PPP2CA","SRCAP"
"10847","63035",0.0759,0.0882,0.0548,"BCORL1","SRCAP"
"10847","9775",0.0556,0.0667,0.0361,"EIF4A3","SRCAP"
"10847","23133",0.0621,0.0588,0.0685,"PHF8","SRCAP"
"10847","9759",0.1422,0.1635,0.11,"HDAC4","SRCAP"
"10847","56915",0.1062,0.1205,0.0676,"EXOSC5","SRCAP"
"10847","8242",0.1136,0.1786,0.0575,"KDM5C","SRCAP"
"10847","26610",0.0074,0,0,"ELP4","SRCAP"
"10847","171023",0.0648,0.0696,0.0538,"ASXL1","SRCAP"
"10847","23028",0.0922,0.1287,0.049,"KDM1A","SRCAP"
"10847","55252",0.1013,0.1316,0.0641,"ASXL2","SRCAP"
"10847","84148",0.0833,0.1014,0.0556,"KAT8","SRCAP"
"10847","54496",0.1244,0.1429,0.102,"PRMT7","SRCAP"
"10847","472",0.0522,0.0641,0.0114,"ATM","SRCAP"
"10847","25836",0.1577,0.1857,0.113,"NIPBL","SRCAP"
"10847","60",0.1304,0.0876,0.1727,"ACTB","SRCAP"
"10847","1911",0.0355,0.0448,0.0141,"PHC1","SRCAP"
"10847","990",0.1098,0.1481,0.0682,"CDC6","SRCAP"
"10847","84081",0.0789,0.0286,0.1026,"NSRP1","SRCAP"
"10847","3054",0.0417,0.0769,0,"HCFC1","SRCAP"
"10847","55870",0.1265,0.1447,0.0941,"ASH1L","SRCAP"
"10847","57459",0.0952,0.0732,0.0964,"GATAD2B","SRCAP"
"10847","10765",0.1074,0.1014,0.0921,"KDM5B","SRCAP"
"10847","23013",0.1841,0.186,0.1776,"SPEN","SRCAP"
"10847","1487",0.1098,0.1259,0.0741,"CTBP1","SRCAP"
"10847","55023",0.1411,0.1667,0.0976,"PHIP","SRCAP"
"10847","7862",0.1141,0.1304,0.0933,"BRPF1","SRCAP"
"10847","5977",0.2158,0.3034,0.1224,"DPF2","SRCAP"
"10847","55904",0.0828,0.0857,0.0556,"KMT2E","SRCAP"
"10847","1020",0.0405,0.0441,0.027,"CDK5","SRCAP"
"10847","1387",0.1782,0.1943,0.1523,"CREBBP","SRCAP"
"10847","1105",0.069,0.0896,0.0267,"CHD1","SRCAP"
"10847","64324",0.1636,0.1745,0.1491,"NSD1","SRCAP"
"10847","10743",0.1544,0.1391,0.1724,"RAI1","SRCAP"
"10847","254065",0.0672,0.082,0.0441,"BRWD3","SRCAP"
"10847","1457",0.121,0.1169,0.1039,"CSNK2A1","SRCAP"
"10847","55209",0.1272,0.1379,0.0964,"SETD5","SRCAP"
"10847","5062",0.0432,0.0741,0,"PAK2","SRCAP"
"10847","23394",0.1746,0.192,0.1488,"ADNP","SRCAP"
"10847","1789",0.0406,0.051,0.0213,"DNMT3B","SRCAP"
"10847","196528",0.2031,0.2766,0.1158,"ARID2","SRCAP"
"10847","6597",0.1649,0.2247,0.0968,"SMARCA4","SRCAP"
"10847","1822",0.1206,0.1224,0.1222,"ATN1","SRCAP"
"10847","51780",0.1329,0.1471,0.1111,"KDM3B","SRCAP"
"10847","2186",0.1278,0.1395,0.1099,"BPTF","SRCAP"
"10847","23476",0.133,0.1513,0.1019,"BRD4","SRCAP"
"10847","27316",0.0616,0.0571,0.0714,"RBMX","SRCAP"
"10847","8085",0.1408,0.1696,0.1084,"KMT2D","SRCAP"
"10847","23451",0,0,0,"SF3B1","SRCAP"
"10847","54704",0.0274,0.0435,0,"PDP1","SRCAP"
"10847","2033",0.1682,0.2,0.1275,"EP300","SRCAP"
"10847","23522",0.1353,0.15,0.1058,"KAT6B","SRCAP"
"10847","59336",0.0602,0.075,0.0244,"PRDM13","SRCAP"
