"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name"
84148,23522,3.4579,0.4299,0.143,3.5701,0.1864,0.1118,"KAT6B","KAT8"
84148,54880,3.5699,0.4428,0.1487,3.6788,0.1921,0.1153,"BCOR","KAT8"
84148,55869,3.5588,0.4342,0.1453,3.6471,0.1895,0.1137,"HDAC8","KAT8"
84148,80816,3.6321,0.4225,0.1445,3.717,0.1882,0.1129,"ASXL3","KAT8"
84148,472,3.5,0.4106,0.1477,3.6194,0.1857,0.1114,"ATM","KAT8"
84148,254065,3.6429,0.4431,0.1539,3.7143,0.2003,0.1202,"BRWD3","KAT8"
84148,990,3.625,0.4689,0.1578,3.6875,0.2033,0.122,"CDC6","KAT8"
84148,2033,3.6356,0.4378,0.1541,3.7247,0.1958,0.1175,"EP300","KAT8"
84148,8450,3.5732,0.4273,0.1429,3.6463,0.1892,0.1135,"CUL4B","KAT8"
84148,3192,3.625,0.4215,0.1525,3.6875,0.1921,0.1152,"HNRNPU","KAT8"
84148,1107,3.4783,0.387,0.1456,3.5435,0.181,0.1086,"CHD3","KAT8"
84148,286204,3.7368,0.4195,0.1782,3.8158,0.1984,0.119,"CRB2","KAT8"
84148,1822,3.3684,0.4158,0.1446,3.4316,0.1817,0.109,"ATN1","KAT8"
84148,1788,3.5641,0.4265,0.1526,3.6838,0.195,0.117,"DNMT3A","KAT8"
84148,55636,3.4592,0.416,0.1425,3.5708,0.1826,0.1095,"CHD7","KAT8"
84148,57459,3.3036,0.4031,0.1316,3.4107,0.1751,0.105,"GATAD2B","KAT8"
84148,9031,3.4247,0.4065,0.1339,3.586,0.1787,0.1072,"BAZ1B","KAT8"
84148,672,3.5482,0.4227,0.1437,3.6687,0.1912,0.1147,"BRCA1","KAT8"
84148,2146,3.4646,0.423,0.1428,3.5354,0.1845,0.1107,"EZH2","KAT8"
84148,63035,3.1786,0.4084,0.1231,3.3571,0.1678,0.1007,"BCORL1","KAT8"
84148,8314,3.5614,0.4124,0.1398,3.6842,0.1855,0.1113,"BAP1","KAT8"
84148,55250,3.5,0.4385,0.1718,3.5714,0.2022,0.1213,"ELP2","KAT8"
84148,545,3.4762,0.4273,0.151,3.5595,0.1905,0.1143,"ATR","KAT8"
84148,23404,3.5349,0.414,0.1571,3.6047,0.1961,0.1177,"EXOSC2","KAT8"
84148,5977,3.4272,0.4195,0.1468,3.534,0.183,0.1098,"DPF2","KAT8"
84148,23394,3.5238,0.4113,0.1425,3.6845,0.1851,0.1111,"ADNP","KAT8"
84148,3720,3.3519,0.4183,0.135,3.4259,0.1874,0.1124,"JARID2","KAT8"
84148,196528,3.4854,0.4238,0.1475,3.6019,0.1879,0.1127,"ARID2","KAT8"
84148,2066,3.717,0.4359,0.1726,3.7547,0.2002,0.1201,"ERBB4","KAT8"
84148,51412,3.4557,0.3862,0.1448,3.6076,0.1822,0.1093,"ACTL6B","KAT8"
84148,10075,3.443,0.4407,0.1385,3.557,0.1836,0.1102,"HUWE1","KAT8"
84148,3141,3.6176,0.4211,0.1657,3.6471,0.1984,0.1197,"HLCS","KAT8"
84148,2074,3.562,0.4294,0.1538,3.6512,0.1934,0.1161,"ERCC6","KAT8"
84148,11340,3.2381,0.4213,0.1474,3.3095,0.1857,0.1114,"EXOSC8","KAT8"
84148,1106,3.6622,0.4143,0.1633,3.7973,0.1944,0.1166,"CHD2","KAT8"
84148,10013,3.4242,0.3931,0.1273,3.5758,0.1687,0.1012,"HDAC6","KAT8"
84148,7994,3.4583,0.4211,0.1496,3.5583,0.1851,0.111,"KAT6A","KAT8"
84148,9775,3.6512,0.4543,0.1595,3.814,0.2054,0.1233,"EIF4A3","KAT8"
84148,56915,3.4082,0.4119,0.1526,3.4898,0.1836,0.1102,"EXOSC5","KAT8"
84148,26610,3.5,0.438,0.1416,3.5,0.1889,0.1133,"ELP4","KAT8"
84148,546,3.5485,0.4281,0.1472,3.6456,0.191,0.1147,"ATRX","KAT8"
129685,6605,3.7419,0.4215,0.1852,3.8323,0.206,0.1236,"SMARCE1","TAF8"
129685,10847,3.7969,0.4416,0.1807,3.8828,0.2081,0.1248,"SRCAP","TAF8"
129685,2146,3.5556,0.4198,0.1698,3.6364,0.1935,0.1161,"EZH2","TAF8"
129685,5393,3.6,0.4194,0.1761,3.7385,0.1966,0.118,"EXOSC9","TAF8"
129685,9757,3.7722,0.433,0.1766,3.8987,0.2065,0.1239,"KMT2B","TAF8"
129685,546,3.7722,0.4286,0.1796,3.8397,0.204,0.1225,"ATRX","TAF8"
129685,672,3.7108,0.4002,0.1675,3.8253,0.195,0.117,"BRCA1","TAF8"
129685,54888,3.7857,0.4315,0.1722,3.8643,0.2044,0.1228,"NSUN2","TAF8"
129685,55250,3.2778,0.3769,0.1657,3.4444,0.1911,0.1146,"ELP2","TAF8"
129685,990,3.6875,0.4189,0.1689,3.8438,0.1962,0.1177,"CDC6","TAF8"
129685,6872,3.5982,0.4121,0.1721,3.7143,0.195,0.117,"TAF1","TAF8"
129685,25942,3.859,0.4377,0.1851,3.9615,0.2071,0.1243,"SIN3A","TAF8"
129685,6603,3.7941,0.4507,0.1821,3.9118,0.2085,0.1251,"SMARCD2","TAF8"
129685,5927,3.6857,0.4116,0.1635,3.8,0.1933,0.116,"KDM5A","TAF8"
129685,57459,3.6607,0.4246,0.173,3.7857,0.205,0.123,"GATAD2B","TAF8"
129685,286204,3.9474,0.4196,0.2067,4.0526,0.2164,0.1298,"CRB2","TAF8"
129685,55869,3.6176,0.4033,0.1637,3.7721,0.1949,0.117,"HDAC8","TAF8"
129685,6601,3.675,0.4327,0.1774,3.8,0.2032,0.1219,"SMARCC2","TAF8"
129685,10765,3.4865,0.4111,0.1744,3.5135,0.1924,0.1154,"KDM5B","TAF8"
129685,3141,3.7941,0.4036,0.175,4,0.1986,0.1197,"HLCS","TAF8"
129685,8726,3.5106,0.4036,0.1586,3.617,0.1862,0.1117,"EED","TAF8"
129685,10084,3.6133,0.4103,0.1632,3.7733,0.1943,0.1166,"PQBP1","TAF8"
129685,6418,3.6585,0.4225,0.1803,3.8293,0.1984,0.1191,"SET","TAF8"
129685,51780,3.7941,0.4261,0.1754,3.8529,0.2013,0.1208,"KDM3B","TAF8"
129685,8405,3.7361,0.4168,0.1801,3.8472,0.2041,0.1225,"SPOP","TAF8"
129685,2033,3.8704,0.4338,0.1844,3.9393,0.2095,0.1257,"EP300","TAF8"
129685,171023,3.8533,0.4265,0.1865,3.9783,0.2063,0.1238,"ASXL1","TAF8"
129685,545,3.7143,0.4297,0.1833,3.7857,0.2056,0.1233,"ATR","TAF8"
129685,6598,3.822,0.424,0.1856,3.9372,0.2083,0.125,"SMARCB1","TAF8"
129685,11198,3.8889,0.4442,0.1966,3.9683,0.2167,0.13,"SUPT16H","TAF8"
129685,1387,3.7481,0.4307,0.1787,3.8359,0.206,0.1236,"CREBBP","TAF8"
129685,1105,3.9259,0.4398,0.1921,4.037,0.2158,0.1295,"CHD1","TAF8"
129685,7703,3.7073,0.4344,0.1739,3.7927,0.203,0.1218,"PCGF2","TAF8"
129685,6045,3.7143,0.4001,0.1902,3.8286,0.2014,0.1208,"RNF2","TAF8"
129685,6874,3.7525,0.4178,0.1786,3.8812,0.2046,0.1227,"TAF4","TAF8"
129685,5515,3.4524,0.4119,0.1628,3.5238,0.1871,0.1123,"PPP2CA","TAF8"
129685,254065,3.3529,0.3924,0.1696,3.4118,0.1862,0.1117,"BRWD3","TAF8"
129685,80816,3.8113,0.4235,0.1765,3.934,0.2042,0.1225,"ASXL3","TAF8"
129685,8289,3.7191,0.4157,0.1769,3.9101,0.2039,0.1223,"ARID1A","TAF8"
129685,23451,3.8043,0.3834,0.1865,3.9348,0.1989,0.1193,"SF3B1","TAF8"
129685,64324,3.7784,0.4255,0.1879,3.8811,0.209,0.1254,"NSD1","TAF8"
129685,79813,3.8163,0.4401,0.1858,3.8844,0.2112,0.1267,"EHMT1","TAF8"
129685,6599,4,0.4318,0.172,4.0588,0.2085,0.1251,"SMARCC1","TAF8"
129685,23013,3.6129,0.4234,0.1716,3.7548,0.2004,0.1202,"SPEN","TAF8"
129685,284058,3.7901,0.4341,0.1823,3.9074,0.2074,0.1245,"KANSL1","TAF8"
129685,6597,3.6593,0.404,0.1654,3.8571,0.198,0.1188,"SMARCA4","TAF8"
129685,10524,3.625,0.4146,0.169,3.725,0.1952,0.1171,"KAT5","TAF8"
129685,1660,3.8235,0.4193,0.186,3.9118,0.2021,0.1213,"DHX9","TAF8"
129685,4204,3.8242,0.4193,0.1836,3.957,0.2041,0.1225,"MECP2","TAF8"
129685,1487,3.6968,0.4371,0.1831,3.7806,0.2066,0.124,"CTBP1","TAF8"
129685,29072,3.8657,0.4546,0.1827,3.9403,0.2102,0.1261,"SETD2","TAF8"
129685,23030,3.7234,0.422,0.1787,3.7872,0.204,0.1224,"KDM4B","TAF8"
129685,1106,3.7973,0.4277,0.1965,3.9595,0.2101,0.126,"CHD2","TAF8"
129685,10659,3.6452,0.3927,0.1767,3.7742,0.1929,0.1157,"CELF2","TAF8"
129685,58508,3.6949,0.4211,0.1745,3.8136,0.2043,0.1226,"KMT2C","TAF8"
129685,51317,3.5833,0.4382,0.1799,3.6111,0.2017,0.121,"PHF21A","TAF8"
129685,55252,3.6739,0.4086,0.1581,3.7609,0.1943,0.1166,"ASXL2","TAF8"
129685,8473,3.75,0.459,0.1811,3.75,0.2073,0.1244,"OGT","TAF8"
129685,23522,3.6262,0.4107,0.1686,3.7944,0.1944,0.1167,"KAT6B","TAF8"
129685,5062,3.561,0.4021,0.1626,3.6098,0.1925,0.1155,"PAK2","TAF8"
129685,79068,3.6,0.4108,0.1762,3.6857,0.1963,0.1178,"FTO","TAF8"
129685,11113,3.55,0.4015,0.1734,3.6,0.1888,0.1133,"CIT","TAF8"
129685,8518,3.6769,0.4214,0.1784,3.8308,0.2052,0.1234,"ELP1","TAF8"
129685,5977,3.7961,0.4323,0.189,3.8641,0.2077,0.1246,"DPF2","TAF8"
129685,55904,3.8621,0.4237,0.1924,4.1034,0.2117,0.127,"KMT2E","TAF8"
129685,6878,3.7739,0.437,0.1758,3.8435,0.2058,0.1235,"TAF6","TAF8"
129685,7994,3.75,0.4377,0.1854,3.8417,0.2077,0.1246,"KAT6A","TAF8"
129685,55636,3.7382,0.42,0.1727,3.8584,0.1996,0.1198,"CHD7","TAF8"
129685,23404,3.7209,0.4362,0.1824,3.814,0.2022,0.1213,"EXOSC2","TAF8"
129685,63035,3.3929,0.4117,0.1663,3.4643,0.1941,0.1164,"BCORL1","TAF8"
129685,1789,3.8182,0.4202,0.1756,3.9481,0.1997,0.1198,"DNMT3B","TAF8"
129685,4683,3.7979,0.4215,0.1797,3.9255,0.2046,0.1228,"NBN","TAF8"
129685,221037,3.6489,0.4211,0.1728,3.7481,0.1996,0.1197,"JMJD1C","TAF8"
129685,7862,3.8421,0.4329,0.182,3.8684,0.2092,0.1255,"BRPF1","TAF8"
129685,25836,3.7514,0.428,0.1753,3.8613,0.2014,0.1209,"NIPBL","TAF8"
129685,8452,3.9333,0.4566,0.2085,4.1333,0.2171,0.1303,"CUL3","TAF8"
129685,26038,3.5385,0.4442,0.1794,3.6538,0.2054,0.1233,"CHD5","TAF8"
129685,2186,3.8133,0.4248,0.1736,3.9867,0.2046,0.1228,"BPTF","TAF8"
129685,6885,3.7597,0.4309,0.1743,3.8831,0.2045,0.1227,"MAP3K7","TAF8"
129685,23067,4,0.447,0.2057,4,0.2142,0.1285,"SETD1B","TAF8"
129685,51319,3.7222,0.4508,0.1752,3.7778,0.2023,0.1214,"RSRC1","TAF8"
129685,1457,3.5833,0.3897,0.1452,3.7083,0.1891,0.1135,"CSNK2A1","TAF8"
129685,55193,3.8235,0.433,0.2043,3.9412,0.2092,0.1255,"PBRM1","TAF8"
129685,10075,3.5696,0.4041,0.1607,3.6582,0.1893,0.1136,"HUWE1","TAF8"
129685,9759,3.7522,0.434,0.1829,3.8407,0.2093,0.1256,"HDAC4","TAF8"
129685,23476,3.6324,0.4098,0.1671,3.7574,0.1984,0.1191,"BRD4","TAF8"
129685,81887,3.9412,0.4245,0.1938,4,0.2119,0.1271,"LAS1L","TAF8"
129685,22827,3.7917,0.4278,0.1778,3.881,0.2035,0.1222,"PUF60","TAF8"
129685,54704,4,0.472,0.2021,4.1364,0.2182,0.1309,"PDP1","TAF8"
129685,1642,3.5918,0.4072,0.1595,3.7551,0.1944,0.1166,"DDB1","TAF8"
129685,56915,3.6735,0.4022,0.1788,3.7959,0.2023,0.1214,"EXOSC5","TAF8"
129685,9739,3.3721,0.4035,0.1574,3.3953,0.1897,0.1138,"SETD1A","TAF8"
129685,10891,3.9787,0.4465,0.201,4.0426,0.2227,0.1336,"PPARGC1A","TAF8"
129685,26610,3.5294,0.4202,0.1819,3.5294,0.1976,0.1186,"ELP4","TAF8"
129685,8242,3.6765,0.423,0.1706,3.7794,0.2034,0.122,"KDM5C","TAF8"
129685,11340,3.7143,0.4229,0.1726,3.8095,0.1984,0.119,"EXOSC8","TAF8"
129685,7290,3.6489,0.4211,0.1728,3.7481,0.1996,0.1197,"HIRA","TAF8"
129685,23028,3.8351,0.4336,0.178,3.9175,0.2052,0.1231,"KDM1A","TAF8"
129685,3192,3.6667,0.4093,0.1747,3.7708,0.2007,0.1204,"HNRNPU","TAF8"
129685,6197,3.7674,0.428,0.1722,3.8915,0.1994,0.1196,"RPS6KA3","TAF8"
129685,51412,3.7342,0.4486,0.1925,3.8608,0.2068,0.1241,"ACTL6B","TAF8"
129685,55777,3.75,0.4297,0.1757,3.8021,0.201,0.1206,"MBD5","TAF8"
129685,55209,3.7164,0.4596,0.1828,3.8209,0.2108,0.1265,"SETD5","TAF8"
129685,6602,3.6941,0.432,0.1817,3.8,0.2015,0.1209,"SMARCD1","TAF8"
129685,1911,3.2222,0.3839,0.1528,3.3889,0.1771,0.1062,"PHC1","TAF8"
129685,79903,3.6905,0.4219,0.172,3.7619,0.2007,0.1204,"NAA60","TAF8"
129685,54496,3.7191,0.4222,0.1788,3.8427,0.2037,0.1222,"PRMT7","TAF8"
129685,165918,4.0213,0.4242,0.1959,4.1277,0.2116,0.127,"RNF168","TAF8"
129685,5591,3.7857,0.4068,0.1919,4,0.2112,0.1267,"PRKDC","TAF8"
129685,59336,3.7083,0.405,0.1533,3.875,0.1961,0.1177,"PRDM13","TAF8"
129685,1108,3.775,0.4501,0.182,3.875,0.2111,0.1267,"CHD4","TAF8"
129685,472,3.7836,0.419,0.1826,3.8955,0.2054,0.1232,"ATM","TAF8"
129685,54880,3.7513,0.4272,0.1756,3.8446,0.2021,0.1213,"BCOR","TAF8"
129685,55023,3.6207,0.3978,0.1591,3.6897,0.1893,0.1136,"PHIP","TAF8"
129685,23133,3.6538,0.3956,0.1799,3.7308,0.1962,0.1177,"PHF8","TAF8"
129685,8085,3.7472,0.4255,0.1838,3.8364,0.2046,0.1227,"KMT2D","TAF8"
129685,23126,3.7702,0.4234,0.1716,3.9255,0.2045,0.1227,"POGZ","TAF8"
129685,1107,3.8261,0.4308,0.1779,3.8913,0.2066,0.124,"CHD3","TAF8"
129685,23309,3.5,0.3982,0.1732,3.65,0.1982,0.1189,"SIN3B","TAF8"
129685,1788,3.812,0.4228,0.1757,3.9231,0.2058,0.1235,"DNMT3A","TAF8"
129685,3720,3.6667,0.4376,0.1768,3.7037,0.2058,0.1235,"JARID2","TAF8"
129685,1822,3.8105,0.4214,0.1707,3.8947,0.2017,0.121,"ATN1","TAF8"
129685,196528,3.7573,0.428,0.1798,3.8932,0.2064,0.1238,"ARID2","TAF8"
129685,57492,3.6258,0.4218,0.1724,3.7742,0.199,0.1194,"ARID1B","TAF8"
129685,7403,3.8174,0.4243,0.1857,3.9212,0.2066,0.124,"KDM6A","TAF8"
129685,57680,3.7812,0.4089,0.1823,3.8646,0.2029,0.1221,"CHD8","TAF8"
129685,1020,3.9231,0.4318,0.1976,3.9231,0.2046,0.1228,"CDK5","TAF8"
129685,27316,3.8148,0.425,0.1781,3.9259,0.2064,0.1238,"RBMX","TAF8"
129685,51010,3.8222,0.4235,0.1703,3.9556,0.2009,0.1205,"EXOSC3","TAF8"
129685,23512,3.6949,0.4213,0.1698,3.8644,0.2002,0.1201,"SUZ12","TAF8"
129685,2066,3.7925,0.4162,0.1796,3.9245,0.1976,0.1186,"ERBB4","TAF8"
129685,8314,3.8538,0.4215,0.177,3.9942,0.203,0.1218,"BAP1","TAF8"
129685,10743,3.8118,0.4034,0.1654,3.9516,0.1981,0.1189,"RAI1","TAF8"
129685,6873,3.8077,0.4527,0.2067,3.8077,0.2186,0.1312,"TAF2","TAF8"
129685,84148,3.7143,0.38,0.1526,3.8571,0.1903,0.1142,"KAT8","TAF8"
129685,51111,4.0556,0.4442,0.2049,4.1111,0.2219,0.1342,"KMT5B","TAF8"
129685,10013,3.697,0.3986,0.1611,3.7273,0.1911,0.1146,"HDAC6","TAF8"
129685,3054,3.7273,0.4226,0.1891,3.8182,0.2127,0.1276,"HCFC1","TAF8"
129685,23314,3.8146,0.4302,0.181,3.9205,0.2067,0.124,"SATB2","TAF8"
129685,84081,3.7778,0.4007,0.1879,3.9444,0.2035,0.1221,"NSRP1","TAF8"
129685,23394,3.75,0.4118,0.1736,3.9048,0.2017,0.121,"ADNP","TAF8"
129685,60,3.7405,0.4333,0.179,3.8038,0.2041,0.1226,"ACTB","TAF8"
129685,8450,3.7683,0.4429,0.1824,3.8902,0.2077,0.1246,"CUL4B","TAF8"
129685,9031,3.7849,0.4204,0.1735,3.914,0.2033,0.122,"BAZ1B","TAF8"
129685,6595,3.7468,0.4175,0.1722,3.8961,0.2027,0.1216,"SMARCA2","TAF8"
129685,221078,3.5882,0.4581,0.1734,3.7059,0.2068,0.1241,"NSUN6","TAF8"
129685,9775,3.6977,0.4087,0.1709,3.7674,0.202,0.1212,"EIF4A3","TAF8"
129685,4297,3.6538,0.4209,0.1739,3.7692,0.2018,0.1211,"KMT2A","TAF8"
129685,55870,3.7288,0.4391,0.1721,3.7966,0.2013,0.1208,"ASH1L","TAF8"
129685,54014,4.0588,0.4529,0.2211,4.2353,0.2338,0.1403,"BRWD1","TAF8"
129685,51132,3.7647,0.4246,0.1777,3.8431,0.2065,0.1239,"RLIM","TAF8"
129685,10943,3.6047,0.4368,0.1721,3.6279,0.2008,0.1205,"MSL3","TAF8"
129685,23135,3.5641,0.4374,0.1796,3.6154,0.2033,0.122,"KDM6B","TAF8"
129685,2074,3.7442,0.4197,0.1766,3.8721,0.2021,0.1213,"ERCC6","TAF8"
165918,2033,3.6235,0.4206,0.1728,3.7045,0.1982,0.1189,"EP300","RNF168"
165918,6885,3.8117,0.4403,0.1785,3.9286,0.2048,0.1229,"MAP3K7","RNF168"
165918,54704,3.617,0.4069,0.1761,3.7447,0.1936,0.1162,"PDP1","RNF168"
165918,23135,3.6383,0.437,0.1781,3.7447,0.2037,0.1222,"KDM6B","RNF168"
165918,672,3.7651,0.4272,0.1711,3.8614,0.1984,0.1191,"BRCA1","RNF168"
165918,1105,3.8085,0.4438,0.1942,3.8936,0.2136,0.1281,"CHD1","RNF168"
165918,10891,3.5745,0.3976,0.17,3.7021,0.1936,0.1161,"PPARGC1A","RNF168"
165918,3141,3.5532,0.4159,0.172,3.7021,0.1972,0.1192,"HLCS","RNF168"
165918,55870,3.661,0.3921,0.1668,3.7458,0.1872,0.1123,"ASH1L","RNF168"
165918,1387,3.7672,0.4165,0.1747,3.8588,0.2009,0.1206,"CREBBP","RNF168"
165918,2066,3.6226,0.3886,0.1708,3.6981,0.1881,0.1128,"ERBB4","RNF168"
165918,1660,3.766,0.4067,0.1706,3.8511,0.1964,0.1178,"DHX9","RNF168"
165918,23126,3.7329,0.4153,0.171,3.8075,0.198,0.1188,"POGZ","RNF168"
165918,51010,3.617,0.4202,0.1666,3.7021,0.1983,0.119,"EXOSC3","RNF168"
165918,23394,3.75,0.421,0.179,3.869,0.2,0.12,"ADNP","RNF168"
165918,51132,3.7451,0.4317,0.1677,3.9412,0.2012,0.1207,"RLIM","RNF168"
165918,8289,3.6292,0.4295,0.1711,3.7528,0.1992,0.1195,"ARID1A","RNF168"
165918,80816,3.7075,0.4302,0.1749,3.8019,0.1999,0.1199,"ASXL3","RNF168"
165918,54880,3.6736,0.4202,0.1625,3.7979,0.1936,0.1162,"BCOR","RNF168"
165918,1108,3.4043,0.4187,0.1507,3.5319,0.1851,0.111,"CHD4","RNF168"
165918,60,3.7025,0.4271,0.1765,3.8354,0.1993,0.1198,"ACTB","RNF168"
165918,55023,3.7241,0.4192,0.1737,3.8793,0.1989,0.1194,"PHIP","RNF168"
165918,27316,3.5745,0.4045,0.1552,3.7021,0.1888,0.1133,"RBMX","RNF168"
165918,3054,3.5957,0.3922,0.1744,3.7447,0.1908,0.1145,"HCFC1","RNF168"
165918,84148,3.617,0.4184,0.159,3.8085,0.1945,0.1167,"KAT8","RNF168"
165918,196528,3.6214,0.4066,0.1656,3.7767,0.1941,0.1165,"ARID2","RNF168"
165918,23030,3.7021,0.4161,0.1565,3.8298,0.1966,0.118,"KDM4B","RNF168"
165918,81887,3.5745,0.4187,0.1655,3.617,0.1969,0.1181,"LAS1L","RNF168"
165918,55250,3.8298,0.4294,0.1906,3.9362,0.2085,0.1251,"ELP2","RNF168"
165918,11340,3.6596,0.439,0.1781,3.7234,0.2034,0.1221,"EXOSC8","RNF168"
165918,25836,3.7052,0.4212,0.169,3.8208,0.199,0.1194,"NIPBL","RNF168"
165918,171023,3.7174,0.4234,0.1792,3.7989,0.2002,0.1201,"ASXL1","RNF168"
165918,8518,3.6923,0.4092,0.1673,3.7692,0.1936,0.1165,"ELP1","RNF168"
165918,7994,3.775,0.4382,0.1896,3.825,0.2065,0.1239,"KAT6A","RNF168"
165918,7290,3.6183,0.4276,0.1733,3.7557,0.1987,0.1192,"HIRA","RNF168"
165918,54888,3.5429,0.4176,0.1616,3.6429,0.1916,0.1151,"NSUN2","RNF168"
165918,4683,3.6809,0.4053,0.1656,3.7872,0.1954,0.1173,"NBN","RNF168"
165918,7403,3.5602,0.416,0.1696,3.6598,0.1911,0.1146,"KDM6A","RNF168"
165918,58508,3.6949,0.4196,0.1756,3.7797,0.1974,0.1184,"KMT2C","RNF168"
165918,57492,3.5871,0.4076,0.1614,3.6903,0.1888,0.1133,"ARID1B","RNF168"
165918,10075,3.6076,0.4075,0.1656,3.7089,0.1898,0.1139,"HUWE1","RNF168"
165918,8085,3.7472,0.4278,0.1792,3.8327,0.2041,0.1225,"KMT2D","RNF168"
165918,5927,3.4894,0.3989,0.1593,3.5532,0.1935,0.1161,"KDM5A","RNF168"
165918,4204,3.7812,0.4187,0.1807,3.8555,0.2011,0.1207,"MECP2","RNF168"
165918,7862,3.7872,0.4229,0.1735,3.8511,0.2011,0.1206,"BRPF1","RNF168"
165918,10765,3.6383,0.4341,0.1748,3.7021,0.1961,0.1176,"KDM5B","RNF168"
165918,22827,3.756,0.4283,0.1765,3.8988,0.2021,0.1214,"PUF60","RNF168"
165918,221037,3.6183,0.4276,0.1733,3.7557,0.1987,0.1192,"JMJD1C","RNF168"
165918,990,3.7188,0.4427,0.1703,3.7969,0.1995,0.1197,"CDC6","RNF168"
165918,8450,3.7195,0.418,0.1678,3.8049,0.1986,0.1191,"CUL4B","RNF168"
165918,51317,3.5532,0.4001,0.1622,3.6596,0.1896,0.1138,"PHF21A","RNF168"
165918,54496,3.7191,0.4064,0.1831,3.8652,0.2056,0.1234,"PRMT7","RNF168"
165918,55869,3.5809,0.4095,0.1654,3.6471,0.192,0.1152,"HDAC8","RNF168"
165918,2074,3.6938,0.4213,0.178,3.7984,0.1994,0.1196,"ERCC6","RNF168"
165918,57680,3.8021,0.427,0.1817,3.8438,0.2084,0.1256,"CHD8","RNF168"
165918,55252,3.4681,0.3875,0.1584,3.7021,0.1825,0.1095,"ASXL2","RNF168"
165918,54014,4.1064,0.4181,0.2305,4.1702,0.2254,0.1353,"BRWD1","RNF168"
165918,79813,3.6803,0.4139,0.1703,3.7959,0.197,0.1182,"EHMT1","RNF168"
165918,254065,3.5319,0.4181,0.1725,3.6809,0.1957,0.1174,"BRWD3","RNF168"
165918,51412,3.6962,0.4239,0.1843,3.8354,0.2002,0.1201,"ACTL6B","RNF168"
165918,11113,3.6383,0.4013,0.1665,3.8511,0.1937,0.1162,"CIT","RNF168"
165918,2186,3.6133,0.4023,0.1611,3.7333,0.1921,0.1153,"BPTF","RNF168"
165918,472,3.694,0.3994,0.1689,3.8134,0.1922,0.1153,"ATM","RNF168"
165918,1106,3.9054,0.4135,0.1961,3.973,0.2057,0.1234,"CHD2","RNF168"
165918,9031,3.672,0.4059,0.1657,3.7634,0.1951,0.1171,"BAZ1B","RNF168"
165918,1457,3.6458,0.4117,0.1602,3.75,0.1951,0.1171,"CSNK2A1","RNF168"
165918,23522,3.785,0.4337,0.1779,3.8972,0.204,0.1224,"KAT6B","RNF168"
165918,8473,3.7872,0.4385,0.1729,3.8085,0.2067,0.124,"OGT","RNF168"
165918,26038,3.5745,0.3967,0.1608,3.7021,0.1889,0.1133,"CHD5","RNF168"
165918,57459,3.8214,0.3963,0.1669,3.9107,0.1933,0.116,"GATAD2B","RNF168"
165918,5062,3.9362,0.4453,0.1785,4.0213,0.2087,0.1252,"PAK2","RNF168"
165918,8242,3.75,0.4278,0.1762,3.8235,0.201,0.1206,"KDM5C","RNF168"
165918,5393,3.7538,0.4172,0.1918,3.8769,0.1992,0.1195,"EXOSC9","RNF168"
165918,84081,3.7021,0.4166,0.1809,3.8298,0.2019,0.1211,"NSRP1","RNF168"
165918,1789,3.7792,0.4407,0.1815,3.8961,0.2065,0.1239,"DNMT3B","RNF168"
165918,79068,3.617,0.4106,0.1801,3.7447,0.2019,0.1211,"FTO","RNF168"
165918,2146,3.6667,0.4146,0.172,3.7879,0.198,0.1188,"EZH2","RNF168"
165918,55636,3.6781,0.4217,0.1648,3.794,0.1977,0.1186,"CHD7","RNF168"
165918,1822,3.5474,0.4121,0.1631,3.7263,0.1932,0.1159,"ATN1","RNF168"
165918,546,3.7932,0.4239,0.1692,3.8861,0.1998,0.12,"ATRX","RNF168"
165918,64324,3.6378,0.4153,0.1711,3.7405,0.196,0.1176,"NSD1","RNF168"
165918,1642,3.551,0.4281,0.1559,3.6327,0.1908,0.1145,"DDB1","RNF168"
165918,8452,3.8723,0.4092,0.1893,4,0.204,0.1224,"CUL3","RNF168"
165918,10943,3.6596,0.4213,0.1786,3.7447,0.2011,0.1207,"MSL3","RNF168"
165918,7703,3.7439,0.4299,0.1664,3.8415,0.1995,0.1197,"PCGF2","RNF168"
165918,5591,3.6596,0.4271,0.1838,3.7234,0.204,0.1224,"PRKDC","RNF168"
165918,1487,3.6581,0.4202,0.1694,3.7355,0.1979,0.1187,"CTBP1","RNF168"
165918,56915,3.551,0.401,0.1694,3.6122,0.1887,0.1132,"EXOSC5","RNF168"
165918,8314,3.7544,0.3977,0.1665,3.924,0.1981,0.1189,"BAP1","RNF168"
165918,284058,3.7963,0.4219,0.1788,3.9383,0.2055,0.1233,"KANSL1","RNF168"
165918,8726,3.617,0.4436,0.1794,3.6809,0.2018,0.1211,"EED","RNF168"
165918,10013,3.8085,0.4045,0.1706,3.9149,0.1906,0.1144,"HDAC6","RNF168"
165918,9757,3.8354,0.4192,0.175,3.9367,0.2006,0.1204,"KMT2B","RNF168"
165918,9759,3.7345,0.4116,0.1727,3.8407,0.1996,0.1198,"HDAC4","RNF168"
165918,79903,3.617,0.4064,0.1623,3.7234,0.1976,0.1186,"NAA60","RNF168"
165918,23404,3.617,0.3985,0.162,3.6809,0.1972,0.1183,"EXOSC2","RNF168"
