"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name"
6603,1911,3.5588,0.4277,0.1683,3.5588,0.1956,0.1174,"PHC1","SMARCD2"
6603,55869,3.6029,0.4452,0.1604,3.7059,0.194,0.1164,"HDAC8","SMARCD2"
6603,171023,3.6793,0.4204,0.1668,3.7772,0.1953,0.1172,"ASXL1","SMARCD2"
6603,6595,3.6623,0.4279,0.1588,3.7857,0.195,0.117,"SMARCA2","SMARCD2"
6603,165918,3.4043,0.4063,0.1653,3.5319,0.1904,0.1142,"RNF168","SMARCD2"
6603,1642,3.5306,0.4132,0.1368,3.5714,0.1805,0.1083,"DDB1","SMARCD2"
6603,23476,3.5956,0.433,0.1615,3.7132,0.1953,0.1172,"BRD4","SMARCD2"
6603,55023,3.5345,0.4464,0.1562,3.6552,0.1921,0.1153,"PHIP","SMARCD2"
6603,55904,3.7647,0.4365,0.1855,3.8824,0.2033,0.122,"KMT2E","SMARCD2"
6603,29072,3.5075,0.4333,0.1494,3.6119,0.1898,0.1139,"SETD2","SMARCD2"
6603,472,3.7164,0.4224,0.1695,3.8507,0.1969,0.1182,"ATM","SMARCD2"
6603,23067,3.5882,0.4289,0.1548,3.7059,0.1935,0.1161,"SETD1B","SMARCD2"
6603,23522,3.6075,0.4344,0.1674,3.6916,0.1948,0.1169,"KAT6B","SMARCD2"
6603,3141,3.4118,0.4027,0.1596,3.5,0.1798,0.1085,"HLCS","SMARCD2"
6603,8452,3.8529,0.3953,0.1804,3.9706,0.1986,0.1192,"CUL3","SMARCD2"
6603,8289,3.5506,0.4477,0.1713,3.6067,0.1968,0.1181,"ARID1A","SMARCD2"
6603,10084,3.6533,0.4544,0.1723,3.6933,0.1985,0.1191,"PQBP1","SMARCD2"
6603,64324,3.6811,0.4314,0.1728,3.7568,0.2015,0.1209,"NSD1","SMARCD2"
6603,23126,3.559,0.426,0.1628,3.6646,0.1915,0.1149,"POGZ","SMARCD2"
6603,6418,3.4634,0.4269,0.1689,3.5366,0.1947,0.1168,"SET","SMARCD2"
6603,51412,3.5949,0.423,0.1705,3.6835,0.1988,0.1193,"ACTL6B","SMARCD2"
6603,27316,3.6176,0.4245,0.1615,3.7353,0.1953,0.1172,"RBMX","SMARCD2"
6603,1107,3.7391,0.4201,0.1748,3.8261,0.2024,0.1215,"CHD3","SMARCD2"
6603,8085,3.6394,0.4272,0.1671,3.7472,0.1957,0.1174,"KMT2D","SMARCD2"
6603,254065,3.5,0.4327,0.164,3.5882,0.2017,0.121,"BRWD3","SMARCD2"
6603,2074,3.6202,0.4216,0.1647,3.7054,0.1921,0.1153,"ERCC6","SMARCD2"
6603,10743,3.7151,0.4344,0.1608,3.8441,0.1976,0.1187,"RAI1","SMARCD2"
6603,25836,3.5954,0.4213,0.1598,3.6936,0.1898,0.1139,"NIPBL","SMARCD2"
6603,7994,3.675,0.4153,0.158,3.775,0.1953,0.1172,"KAT6A","SMARCD2"
6603,5393,3.5846,0.4249,0.1746,3.6923,0.1976,0.1186,"EXOSC9","SMARCD2"
6603,59336,3.7083,0.4273,0.1615,3.75,0.1954,0.1172,"PRDM13","SMARCD2"
6603,3192,3.6458,0.43,0.1647,3.7917,0.1986,0.1192,"HNRNPU","SMARCD2"
6603,54888,3.65,0.4298,0.1591,3.7071,0.195,0.1172,"NSUN2","SMARCD2"
6603,84081,3.6944,0.4337,0.1767,3.7222,0.203,0.1218,"NSRP1","SMARCD2"
6603,1106,3.7973,0.4356,0.1891,3.9324,0.2073,0.1244,"CHD2","SMARCD2"
6603,8473,3.5882,0.4249,0.1496,3.7353,0.1836,0.1101,"OGT","SMARCD2"
6603,10659,3.6129,0.4114,0.1646,3.6613,0.1965,0.1179,"CELF2","SMARCD2"
6603,286204,3.6053,0.4098,0.1897,3.6579,0.2046,0.1227,"CRB2","SMARCD2"
6603,80816,3.6321,0.4289,0.1631,3.7075,0.1936,0.1162,"ASXL3","SMARCD2"
6603,26038,3.7353,0.4442,0.1652,3.8235,0.2006,0.1204,"CHD5","SMARCD2"
6603,7862,3.6579,0.3974,0.1736,3.7632,0.1973,0.1184,"BRPF1","SMARCD2"
6603,51317,3.3611,0.4094,0.1549,3.3611,0.1836,0.1102,"PHF21A","SMARCD2"
6603,3720,3.3148,0.415,0.1445,3.3704,0.181,0.1086,"JARID2","SMARCD2"
6603,9031,3.6129,0.4238,0.1648,3.6828,0.1945,0.1167,"BAZ1B","SMARCD2"
6603,51010,3.4889,0.4432,0.1679,3.5556,0.1935,0.1161,"EXOSC3","SMARCD2"
6603,25942,3.6987,0.4283,0.1647,3.8013,0.1989,0.1193,"SIN3A","SMARCD2"
6603,2146,3.5859,0.4291,0.1644,3.6566,0.1967,0.118,"EZH2","SMARCD2"
6603,8450,3.4268,0.4001,0.1519,3.5854,0.1874,0.1125,"CUL4B","SMARCD2"
6603,26610,3.6176,0.41,0.15,3.6471,0.192,0.1152,"ELP4","SMARCD2"
6603,11340,3.3095,0.4033,0.1495,3.381,0.1862,0.1117,"EXOSC8","SMARCD2"
6603,23135,3.5385,0.4167,0.1461,3.641,0.1901,0.1141,"KDM6B","SMARCD2"
6603,9757,3.6329,0.4113,0.1592,3.6962,0.1908,0.1145,"KMT2B","SMARCD2"
6603,196528,3.6796,0.4522,0.1725,3.7573,0.2014,0.1208,"ARID2","SMARCD2"
6603,6045,3.8,0.4407,0.186,3.8286,0.2093,0.1256,"RNF2","SMARCD2"
6603,4683,3.5745,0.4136,0.1591,3.6809,0.1928,0.1157,"NBN","SMARCD2"
6603,55252,3.6522,0.415,0.1566,3.7174,0.1904,0.1142,"ASXL2","SMARCD2"
6603,9759,3.5841,0.4079,0.1585,3.6549,0.1895,0.1137,"HDAC4","SMARCD2"
6603,10943,3.7442,0.4549,0.1749,3.814,0.209,0.1254,"MSL3","SMARCD2"
6603,990,3.625,0.4199,0.1515,3.6562,0.1847,0.1108,"CDC6","SMARCD2"
6603,55777,3.6771,0.4514,0.1612,3.7396,0.1981,0.1188,"MBD5","SMARCD2"
6603,84148,3.4706,0.4233,0.1478,3.5294,0.1905,0.1143,"KAT8","SMARCD2"
6603,63035,3.7647,0.451,0.168,3.8235,0.2044,0.1226,"BCORL1","SMARCD2"
6603,1108,3.425,0.4211,0.1584,3.475,0.1879,0.1127,"CHD4","SMARCD2"
6603,672,3.6687,0.4373,0.1635,3.7289,0.1981,0.1189,"BRCA1","SMARCD2"
6603,23451,3.913,0.4467,0.1894,3.9565,0.2136,0.1281,"SF3B1","SMARCD2"
6603,10075,3.5443,0.4232,0.1534,3.6456,0.1869,0.1121,"HUWE1","SMARCD2"
6603,55209,3.6418,0.4285,0.1629,3.7015,0.1957,0.1174,"SETD5","SMARCD2"
6603,545,3.4286,0.4131,0.147,3.5238,0.1864,0.1119,"ATR","SMARCD2"
6603,79813,3.5918,0.4125,0.1603,3.6803,0.1927,0.1156,"EHMT1","SMARCD2"
6603,284058,3.6481,0.4387,0.1709,3.7099,0.2005,0.1203,"KANSL1","SMARCD2"
6603,55250,3.8824,0.4541,0.1859,4,0.2088,0.1253,"ELP2","SMARCD2"
6603,6197,3.5271,0.4177,0.1549,3.6434,0.1907,0.1144,"RPS6KA3","SMARCD2"
6603,6599,3.6176,0.4243,0.1567,3.7353,0.1967,0.118,"SMARCC1","SMARCD2"
6603,6602,3.6824,0.4437,0.1726,3.7529,0.1999,0.12,"SMARCD1","SMARCD2"
6603,57492,3.5935,0.4317,0.1629,3.6516,0.1958,0.1175,"ARID1B","SMARCD2"
6603,22827,3.625,0.4449,0.1708,3.7143,0.2012,0.1208,"PUF60","SMARCD2"
6603,54014,3.8824,0.4001,0.21,3.9118,0.215,0.129,"BRWD1","SMARCD2"
6603,5977,3.5534,0.4052,0.158,3.6311,0.1892,0.1135,"DPF2","SMARCD2"
6603,1660,3.7353,0.4083,0.1788,3.8529,0.1991,0.1195,"DHX9","SMARCD2"
6603,4297,3.7404,0.4226,0.165,3.8365,0.1951,0.1171,"KMT2A","SMARCD2"
6603,1789,3.6104,0.4273,0.1702,3.7273,0.1958,0.1175,"DNMT3B","SMARCD2"
6603,8726,3.5957,0.4328,0.1643,3.617,0.197,0.1182,"EED","SMARCD2"
6603,58508,3.7627,0.4551,0.1699,3.8136,0.2039,0.1224,"KMT2C","SMARCD2"
6603,5591,3.8235,0.4374,0.191,3.9118,0.2143,0.1286,"PRKDC","SMARCD2"
6603,23404,3.7674,0.4177,0.1594,3.814,0.1942,0.1165,"EXOSC2","SMARCD2"
6603,57459,3.5,0.4403,0.151,3.5893,0.1906,0.1143,"GATAD2B","SMARCD2"
6603,5515,3.5238,0.4381,0.1729,3.619,0.1991,0.1194,"PPP2CA","SMARCD2"
6603,10524,3.7,0.4427,0.1861,3.825,0.2061,0.1237,"KAT5","SMARCD2"
6603,81887,3.3824,0.4183,0.1556,3.5294,0.1911,0.1147,"LAS1L","SMARCD2"
6603,8314,3.7953,0.4194,0.1616,3.9064,0.1972,0.1183,"BAP1","SMARCD2"
6603,54704,3.7353,0.3953,0.1631,3.8529,0.1962,0.1177,"PDP1","SMARCD2"
6603,23394,3.6607,0.4288,0.1673,3.7679,0.1976,0.1185,"ADNP","SMARCD2"
6603,79903,3.381,0.4023,0.1587,3.4286,0.1867,0.112,"NAA60","SMARCD2"
6603,3054,3.5882,0.3507,0.1507,3.7941,0.1809,0.1085,"HCFC1","SMARCD2"
6603,51319,3.5882,0.4233,0.1417,3.6176,0.1941,0.1165,"RSRC1","SMARCD2"
6603,1788,3.5983,0.4202,0.1593,3.7009,0.1904,0.1143,"DNMT3A","SMARCD2"
6603,7403,3.61,0.4319,0.1689,3.722,0.1966,0.1179,"KDM6A","SMARCD2"
6603,56915,3.7347,0.4436,0.1691,3.7959,0.1978,0.1187,"EXOSC5","SMARCD2"
6603,2033,3.6559,0.4202,0.1633,3.7733,0.1934,0.1161,"EP300","SMARCD2"
6603,7703,3.4634,0.4109,0.1462,3.561,0.1853,0.1112,"PCGF2","SMARCD2"
6603,1457,3.5417,0.4274,0.168,3.625,0.1918,0.1151,"CSNK2A1","SMARCD2"
6603,23028,3.6082,0.4123,0.1598,3.6804,0.1905,0.1143,"KDM1A","SMARCD2"
6603,60,3.5443,0.4242,0.1625,3.6709,0.1933,0.116,"ACTB","SMARCD2"
6603,4204,3.7812,0.4226,0.1681,3.8867,0.2003,0.1202,"MECP2","SMARCD2"
6603,51780,3.6765,0.4171,0.1613,3.7059,0.1954,0.1172,"KDM3B","SMARCD2"
6603,55870,3.6271,0.4154,0.1507,3.7458,0.1849,0.1109,"ASH1L","SMARCD2"
6603,55636,3.6395,0.4307,0.1623,3.7296,0.194,0.1164,"CHD7","SMARCD2"
6603,54496,3.5618,0.4261,0.1678,3.6517,0.1951,0.117,"PRMT7","SMARCD2"
6603,6597,3.6703,0.466,0.1792,3.7363,0.2041,0.1225,"SMARCA4","SMARCD2"
6603,8242,3.5588,0.413,0.1512,3.7206,0.191,0.1146,"KDM5C","SMARCD2"
6603,5062,3.4878,0.3958,0.1503,3.561,0.1885,0.1131,"PAK2","SMARCD2"
6603,6601,3.55,0.4333,0.164,3.675,0.193,0.1158,"SMARCC2","SMARCD2"
6603,7290,3.542,0.4286,0.1649,3.6107,0.1923,0.1154,"HIRA","SMARCD2"
6603,79068,3.4571,0.4293,0.1799,3.5714,0.1937,0.1162,"FTO","SMARCD2"
6603,221037,3.542,0.4286,0.1649,3.6107,0.1923,0.1154,"JMJD1C","SMARCD2"
6603,10891,3.5106,0.421,0.1658,3.6596,0.19,0.114,"PPARGC1A","SMARCD2"
6603,55193,3.8235,0.4416,0.1765,3.9412,0.2029,0.1217,"PBRM1","SMARCD2"
6603,1822,3.5684,0.4233,0.162,3.7053,0.1938,0.1163,"ATN1","SMARCD2"
6603,1105,3.7647,0.4035,0.1771,3.8235,0.1994,0.1197,"CHD1","SMARCD2"
6603,8518,3.7538,0.439,0.174,3.8308,0.1995,0.1201,"ELP1","SMARCD2"
6603,54880,3.6528,0.4393,0.1642,3.7047,0.1979,0.1187,"BCOR","SMARCD2"
6603,1487,3.6452,0.4423,0.1672,3.7032,0.1976,0.1186,"CTBP1","SMARCD2"
6603,6885,3.6623,0.4376,0.1593,3.7468,0.197,0.1182,"MAP3K7","SMARCD2"
6603,51132,3.549,0.4468,0.1605,3.5686,0.1999,0.12,"RLIM","SMARCD2"
6605,57680,3.8387,0.4336,0.1732,3.9032,0.2011,0.121,"CHD8","SMARCE1"
6605,57492,3.2968,0.3984,0.1549,3.4065,0.1803,0.1082,"ARID1B","SMARCE1"
6605,286204,3.8645,0.4149,0.1929,3.9871,0.2082,0.1249,"CRB2","SMARCE1"
6605,23476,3.5226,0.4152,0.159,3.6129,0.1878,0.1127,"BRD4","SMARCE1"
6605,7403,3.7344,0.4331,0.179,3.8299,0.2025,0.1215,"KDM6A","SMARCE1"
6605,6595,3.3742,0.4004,0.1566,3.4968,0.1844,0.1107,"SMARCA2","SMARCE1"
6605,11340,3.6774,0.4305,0.1707,3.7806,0.1979,0.1187,"EXOSC8","SMARCE1"
6605,2033,3.7368,0.415,0.1708,3.8502,0.1975,0.1185,"EP300","SMARCE1"
6605,3720,3.6452,0.4255,0.1657,3.7226,0.1966,0.118,"JARID2","SMARCE1"
6605,54704,3.7355,0.4181,0.1744,3.8387,0.2005,0.1203,"PDP1","SMARCE1"
6605,3192,3.6452,0.4239,0.1729,3.7419,0.2019,0.1211,"HNRNPU","SMARCE1"
6605,6045,3.7161,0.424,0.1822,3.7871,0.2046,0.1228,"RNF2","SMARCE1"
6605,9757,3.6194,0.4234,0.1693,3.7161,0.195,0.117,"KMT2B","SMARCE1"
6605,84081,3.6258,0.4051,0.1675,3.7484,0.1955,0.1173,"NSRP1","SMARCE1"
6605,2186,3.6065,0.4107,0.1578,3.729,0.1914,0.1148,"BPTF","SMARCE1"
6605,171023,3.6902,0.4272,0.1793,3.7446,0.2011,0.1206,"ASXL1","SMARCE1"
6605,3141,3.729,0.4149,0.1719,3.8194,0.1945,0.1173,"HLCS","SMARCE1"
6605,80816,3.6065,0.4193,0.1608,3.6774,0.1914,0.1149,"ASXL3","SMARCE1"
6605,10659,3.729,0.4088,0.179,3.8581,0.1982,0.1189,"CELF2","SMARCE1"
6605,8473,3.5548,0.4272,0.161,3.6516,0.1912,0.1147,"OGT","SMARCE1"
6605,165918,3.7871,0.416,0.1787,3.8968,0.1997,0.1198,"RNF168","SMARCE1"
6605,8450,3.5613,0.4184,0.1642,3.6968,0.1937,0.1162,"CUL4B","SMARCE1"
6605,10075,3.4839,0.4188,0.1627,3.5355,0.1904,0.1143,"HUWE1","SMARCE1"
6605,55870,3.7548,0.4286,0.1768,3.8323,0.2041,0.1224,"ASH1L","SMARCE1"
6605,6197,3.5484,0.4041,0.1573,3.6194,0.186,0.1116,"RPS6KA3","SMARCE1"
6605,5393,3.5935,0.4189,0.1772,3.671,0.2006,0.1203,"EXOSC9","SMARCE1"
6605,55023,3.7032,0.4378,0.1738,3.7613,0.2023,0.1214,"PHIP","SMARCE1"
6605,56915,3.5742,0.4122,0.1608,3.6581,0.1928,0.1157,"EXOSC5","SMARCE1"
6605,9775,3.6839,0.4298,0.163,3.7806,0.1971,0.1183,"EIF4A3","SMARCE1"
6605,10524,3.7742,0.4234,0.1783,3.8839,0.2047,0.1228,"KAT5","SMARCE1"
6605,4683,3.6774,0.4278,0.1692,3.7613,0.1978,0.1187,"NBN","SMARCE1"
6605,25836,3.5491,0.4203,0.1657,3.6705,0.1954,0.1172,"NIPBL","SMARCE1"
6605,23135,3.4774,0.4215,0.1587,3.6323,0.192,0.1152,"KDM6B","SMARCE1"
6605,54014,4.1548,0.4144,0.2199,4.2129,0.2218,0.1331,"BRWD1","SMARCE1"
6605,6885,3.5484,0.4241,0.1645,3.6387,0.1966,0.118,"MAP3K7","SMARCE1"
6605,7703,3.6258,0.4288,0.1592,3.7226,0.1948,0.1169,"PCGF2","SMARCE1"
6605,4297,3.6129,0.425,0.1638,3.6645,0.196,0.1176,"KMT2A","SMARCE1"
6605,58508,3.6516,0.4192,0.1699,3.7742,0.2002,0.1201,"KMT2C","SMARCE1"
6605,5977,3.5226,0.4193,0.1721,3.5742,0.1931,0.1159,"DPF2","SMARCE1"
6605,51412,3.5161,0.4187,0.1701,3.6194,0.195,0.117,"ACTL6B","SMARCE1"
6605,84148,3.5806,0.4355,0.1556,3.6903,0.1936,0.1162,"KAT8","SMARCE1"
6605,79068,3.5871,0.4126,0.1709,3.6968,0.196,0.1176,"FTO","SMARCE1"
6605,7290,3.4258,0.3892,0.1561,3.5742,0.1835,0.1101,"HIRA","SMARCE1"
6605,1660,3.7355,0.4179,0.1807,3.8645,0.1985,0.1191,"DHX9","SMARCE1"
6605,64324,3.5568,0.41,0.1658,3.6324,0.1928,0.1157,"NSD1","SMARCE1"
6605,8314,3.4678,0.3705,0.1498,3.6199,0.183,0.1098,"BAP1","SMARCE1"
6605,8726,3.6258,0.4201,0.161,3.7226,0.1956,0.1173,"EED","SMARCE1"
6605,26610,3.4774,0.4238,0.159,3.5226,0.1932,0.1159,"ELP4","SMARCE1"
6605,10943,3.6645,0.4232,0.1711,3.7742,0.1985,0.1191,"MSL3","SMARCE1"
6605,2066,3.7097,0.4275,0.1774,3.8194,0.2,0.12,"ERBB4","SMARCE1"
6605,672,3.7048,0.4214,0.1698,3.8133,0.1987,0.1192,"BRCA1","SMARCE1"
6605,79903,3.6903,0.4148,0.1658,3.7613,0.193,0.1158,"NAA60","SMARCE1"
6605,254065,3.6194,0.4422,0.1713,3.6903,0.2013,0.1208,"BRWD3","SMARCE1"
6605,6603,3.729,0.4298,0.1725,3.7806,0.2003,0.1202,"SMARCD2","SMARCE1"
6605,6599,3.7161,0.4232,0.1596,3.8774,0.1988,0.1193,"SMARCC1","SMARCE1"
6605,51132,3.6839,0.4278,0.1672,3.7806,0.2,0.12,"RLIM","SMARCE1"
6605,5515,3.6839,0.4228,0.1692,3.7871,0.2,0.12,"PPP2CA","SMARCE1"
6605,51780,3.6194,0.4232,0.1718,3.729,0.1978,0.1187,"KDM3B","SMARCE1"
